code,libelle,age_apparition,cim,GARD,MedDRA,MeSH,OMIM,prevalence,synonymes,UMLS
293939,Syndrome de microduplication Xq28 distale,"Petite enfance, Néonatal",Q99.8,-,-,-,-,<1 / 1 000 000,Dup(X)q(28) distale ; Trisomie Xq28 distale,-
293948,Syndrome de microdélétion 1p21.3,Non documenté,Q93.5,-,-,-,-,<1 / 1 000 000,Del(1)p(21.3) ; Monosomie 1p21.3,-
293955,Encéphalopathie de l'enfant par déficit en thiamine pyrophosphokinase,"Petite enfance, Néonatal",-,-,-,-,614458,<1 / 1 000 000,-,-
293958,Syndrome d'hypertélorisme-sinus pré-auriculaire-obstruction du canal lacrymal-surdité,"Petite enfance, Néonatal",-,-,-,-,614187,<1 / 1 000 000,HPPD,-
293964,Hypoglycémie hypoinsulinémique avec hémihypertrophie du corps,"Petite enfance, Néonatal",-,-,-,-,240900,<1 / 1 000 000,-,-
293967,Syndrome d'hypogonadisme hypogonadotrope-microcéphalie sévère-surdité neurosensorielle-dysmorphie,-,-,-,-,-,-,<1 / 1 000 000,-,-
293978,Syndrome d'insuffisance antéhypophysaire-déficit immunitaire variable,Enfance,-,-,-,-,615577,<1 / 1 000 000,Syndrome DAVID,-
293987,Syndrome d'obésité infantile d'installation rapide-dysfonctionnement hypothalamique-hypoventilation-dysautonomie,Enfance,-,10407,-,-,-,<1 / 1 000 000,ROHHAD ; ROHHADNET ; Syndrome d'obésité infantile d'installation rapide-dysfonctionnement hypothalamique-hypoventilation-dysautonomie-tumeurs neurales,-
294016,Syndrome de microcéphalie-malformation capillaire,"Petite enfance, Néonatal",Q87.8,-,-,-,614261,<1 / 1 000 000,Syndrome MIC-CAP ; Syndrome MIC-CM ; Syndrome de microcéphalie-malformation capillaire cutanée,-
294023,Maladie inflammatoire intestinale et cutanée néonatale,"Petite enfance, Néonatal",-,-,-,-,614328  616069,<1 / 1 000 000,-,-
294026,Syndrome de microduplication 2q31.1,Enfance,Q92.3,-,-,-,-,<1 / 1 000 000,Dup(2)(q31.1) ; Trisomie 2q31.1,-
294049,Syndrome de Larsen de la Réunion,"Petite enfance, Néonatal",Q74.8,-,-,-,-,<1 / 1 000 000,Luxations articulaires multiples-petite taille-hyperlaxité-dysmorphie craniofaciale syndrome ; RSL,-
294415,Dysplasie réno-hépato-pancréatique,-,-,-,-,-,208540  615415,-,Dysplasie réno-hépatico-pancréatique ; Syndrome Ivemark II,C2673883
294422,Insuffisance intestinale chronique,Tout âge,-,-,-,-,-,-,CIF ; IHC,-
294967,Amélie des membres supérieurs,-,Q71.0,-,-,-,-,-,-,-
294969,Amélie des membres inférieurs,-,Q72.0,-,-,-,-,-,-,-
294971,Tétra-amélie,Prénatal,Q73.0,5148,-,-,-,-,Amélie complète,-
294973,Agénésie/hypoplasie de l'humérus,-,Q71.8,-,-,-,-,-,Absence congénitale de l'humérus ; Agénésie/hypoplasie humérale ; Hypoplasie congénitale de l'humérus ; Méromélie intercalaire humérale,-
294975,Absence congénitale du bras et de l'avant-bras avec main conservée,-,Q71.1,12123,-,-,-,Inconnu,Méromélie intercalaire transverse huméro-radio-cubitale ; Méromélie intercalaire transverse huméro-radio-ulnaire,C0031575
294977,Absence congénitale de la cuisse et de la jambe avec pied conservé,-,Q72.1,-,-,-,-,-,Méromélie intercalaire transverse fémoro-tibio-fibulaire ; Méromélie intercalaire transverse fémoro-tibio-péronier,-
294979,Absence congénitale de l'avant-bras et de la main,-,Q71.2,-,-,-,-,-,Méromélie terminale transverse radio-cubitale ; Méromélie terminale transverse radio-ulnaire,C1306663
294981,Absence congénitale de la jambe et du pied,-,Q72.2,-,-,-,-,-,Méromélie terminale transverse tibio-fibulaire ; Méromélie terminale transverse tibio-péronière,-
294983,Acheirie,-,Q71.3,-,-,-,-,-,Absence congénitale de mains ; Achirie,-
294986,Apodie,-,Q72.3,-,-,-,-,-,Absence congénitale de pied,C0265624
294988,Absence/hypoplasie congénitale du pouce,-,Q71.3,-,-,-,-,-,Hypodactylie du pouce ; Oligodactylie du pouce,-
295000,Syndrome d'anneaux de constriction,-,Q79.8,-,-,-,217100,-,-,-
295002,Hyperphalangie,-,Q74.8,-,-,-,-,-,Phalange surnuméraire,-
295004,Polydactylie centrale,-,Q69.0,-,-,-,-,-,Polydactylie mésoaxiale,C0431903
295012,Syndactylie type 6,-,Q70.1,-,-,-,-,-,Main en mitaine ; Syndactylie type mitaine ; Syndactylie unilatérale des doigts 2-5,-
295014,Clinodactylie des doigts familiale isolée,-,Q68.1,-,-,-,-,-,-,C0265610
295016,Camptodactylie des doigts,-,Q68.1,-,-,-,114200,-,-,-
295018,Pseudoarthrose congénitale du tibia,-,Q74.2,-,-,-,-,-,Pseudarthrose congénitale du tibia,C0265661
295020,Pseudoarthrose congénitale du fémur,-,Q74.2,-,-,-,-,-,Pseudarthrose congénitale du fémur,-
295022,Pseudoarthrose congénitale de la fibula,-,Q74.2,-,-,-,-,-,Pseudarthrose congénitale de la fibula ; Pseudoarthrose congénitale du péroné,-
295024,Pseudoarthrose congénitale du radius,-,Q74.0,-,-,-,-,-,Pseudarthrose congénitale du radius,-
295026,Pseudoarthrose congénitale de l'ulna,-,Q74.0,-,-,-,-,-,Pseudarthrose congénitale de l'ulna ; Pseudoarthrose congénitale du cubitus,-
295028,Synostose tibio-fibulaire,-,Q74.2,-,-,-,-,-,Fusion tibio-fibulaire ; Fusion tibio-péronière ; Synostose tibio-péronière,-
295030,Luxation congénitale de l'épaule,-,Q68.8,-,-,-,-,-,-,C0265562
295032,Luxation congénitale isolée de la tête radiale,-,Q68.8,-,-,-,-,-,Luxation congénitale isolée du coude,C0265561
295034,Luxation congénitale du genou,-,Q68.2,-,10010520,-,-,-,-,C0265669
295036,Luxation congénitale de la rotule,-,Q74.1,9692,-,-,-,-,-,C0345360
295044,Macrodactylie des doigts,-,Q74.0,8529,-,-,-,-,Macrodactylie de la main,C0574044
295047,Macrodactylie des orteils,-,Q74.2,6951,-,-,-,-,Macrodactylie du pied,C2931596
295049,Hypertrophie des membres supérieurs,-,Q74.0,-,-,-,-,-,-,C0575518
295051,Hypertrophie des membres inférieurs,-,Q74.2,-,-,-,-,-,-,-
295140,Hyperphalangie unilatérale,-,Q74.8,-,-,-,-,-,"Hyperphalangie des doigts 2-5 ; Phalange surnuméraire, unilatérale",-
295142,Hyperphalangie bilatérale,-,Q74.8,-,-,-,-,-,"Phalange surnuméraire, bilatérale",-
295187,Zygodactylie type 1,-,Q70.3,-,-,-,609815,-,SD1 type Weidenreich ; SD1a ; Syndactylie type 1 type Weidenreich ; Syndactylie type 1a ; Zygodactylie type Weidenreich,C1853294
295189,Zygodactylie type 2,-,Q70.0  Q70.1  Q70.2  Q70.3,-,-,-,-,-,SD1 type Lueken ; SD1b ; Syndactylie type 1 type Lueken ; Syndactylie type 1b ; Zygodactylie type Lueken,-
295191,Zygodactylie type 3,-,Q70.0  Q70.1  Q70.2  Q70.3,-,-,-,-,-,SD1 type Montagu ; SD1c ; Syndactylie type 1 type Montagu ; Syndactylie type 1c ; Zygodactylie type Montagu,-
295193,Zygodactylie type 4,-,Q70.3,-,-,-,-,-,SD1 type Castilla ; SD1d ; Syndactylie type 1 type Castilla ; Syndactylie type 1d ; Zygodactylie type Castilla,-
295195,Sympolydactylie type 1,-,Q70.0  Q70.2,-,-,-,186000,-,SD2 type Vordingborg ; SD2a ; SPD type Vordingborg ; SPD1 ; Sympolydactylie type Vordingborg,C1861367
295197,Sympolydactylie type 2,-,Q70.0  Q70.2,-,-,-,608180,-,SD2 type Debeer ; SD2b ; SPD type Debeer ; SPD2 ; Sympolydactylie type Debeer,C1842422
295199,Sympolydactylie type 3,-,Q70.0  Q70.2,-,-,-,610234,-,SD2 type Malik ; SD2c ; SPD type Malik ; SPD3 ; Sympolydactylie type Malik,C1853255
295201,Pied convexe congénital unilatéral,-,Q66.8,-,-,-,-,-,Pied en piolet congénital unilatéral,-
295203,Pied convexe congénital bilatéral,-,Q66.8,-,-,-,-,-,Pied en piolet congénital bilatéral,-
295205,"Synostose huméro-radio-ulnaire, unilatérale",-,Q74.0,-,-,-,-,-,"Fusion huméro-radio-cubitale, unilatérale ; Fusion huméro-radio-ulnaire, unilatérale ; Synostose huméro-radio-cubitale, unilatérale",-
295207,"Synostose huméro-radio-ulnaire, bilatérale",-,Q74.0,-,-,-,-,-,"Fusion huméro-radio-cubitale, bilatérale ; Fusion huméro-radio-ulnaire, bilatérale ; Synostose huméro-radio-cubitale, bilatérale",-
295209,"Synostose huméro-radiale, unilatérale",-,Q74.0,-,-,-,-,-,"Fusion huméro-radiale, unilatérale",-
295211,"Synostose huméro-radiale, bilatérale",-,Q74.0,-,-,-,-,-,"Fusion huméro-radiale, bilatérale",-
295213,"Synostose huméro-ulnaire, unilatérale",-,Q74.0,-,-,-,-,-,"Fusion huméro-cubitale, unilatérale ; Fusion huméro-ulnaire, unilatérale ; Synostose huméro-cubitale, unilatérale",-
295215,"Synostose huméro-ulnaire, bilatérale",-,Q74.0,-,-,-,-,-,"Fusion huméro-cubitale, bilatérale ; Fusion huméro-ulnaire, bilatérale ; Synostose huméro-cubitale, bilatérale",-
295217,"Synostose radio-ulnaire, unilatérale",-,Q74.0,-,-,-,-,-,"Fusion radio-cubitale, unilatérale ; Fusion radio-ulnaire, unilatérale ; Synostose radio-cubitale, unilatérale",-
295219,"Synostose radio-ulnaire, bilatérale",-,Q74.0,-,-,-,-,-,"Fusion radio-cubitale, bilatérale ; Fusion radio-ulnaire, bilatérale ; Synostose radio-cubitale, bilatérale",-
295221,Déformation de Madelung unilatérale,-,Q74.0,-,-,-,-,-,Maladie de Madelung unilatérale,-
295223,Déformation de Madelung bilatérale,-,Q74.0,-,-,-,-,-,Maladie de Madelung bilatérale,-
295225,"Luxation congénitale du coude, unilatérale",-,Q68.8,-,-,-,-,-,-,-
295227,"Luxation congénitale du coude, bilatérale",-,Q68.8,-,-,-,-,-,-,-
295229,Genu recurvatum congénital,-,Q68.2,-,-,-,-,-,-,C0152235
295232,Genu flexum congénital,-,Q68.2,-,-,-,-,-,-,-
295239,"Macrodactylie des doigts, unilatérale",-,Q74.0,-,-,-,-,-,"Macrodactylie de la main, unilatérale",-
295241,"Macrodactylie des doigts, bilatérale",-,Q74.0,-,-,-,-,-,"Macrodactylie de la main, bilatérale",-
295243,"Macrodactylie des orteils, unilatérale",-,Q74.2,-,-,-,-,-,"Macrodactylie du pied, unilatérale",-
295245,"Macrodactylie des orteils, bilatérale",-,Q74.2,-,-,-,-,-,"Macrodactylie du pied, bilatérale",-
300179,Syndrome d'Ehlers-Danlos type cyphoscoliotique avec surdité,"Petite enfance, Néonatal",Q79.6,-,-,-,614557,<1 / 1 000 000,"EDS type cyphoscoliotique avec surdité ; SED type cyphoscoliotique avec surdité ; Syndrome d'Ehlers Danlos avec cyphoscoliose, myopathie et surdité",-
300284,Maladie du tissu conjonctif par déficit en lysyl hydroxylase-3,"Prénatal, Néonatal",-,-,-,-,612394,<1 / 1 000 000,Maladie du tissu conjonctif par déficit en LH3 ; Syndrome de fragilité osseuse-contractures-rupture artérielle-surdité,C2676285
300293,Hypertriglycéridémie transitoire et stéatose hépatique du nourrisson,"Petite enfance, Néonatal",-,-,-,-,614480,<1 / 1 000 000,-,-
300298,Anémie hypochrome congénitale sévère avec sidéroblastes en couronne,"Petite enfance, Néonatal",D64.0,-,-,-,615234,<1 / 1 000 000,Anémie hypochrome congénitale sévère avec sidéroblastes en anneau ; Anémie sidéroblastique hypochrome congénitale sévère,-
300305,Syndrome de microduplication 11p15.4,"Petite enfance, Néonatal",Q92.3,-,-,-,-,<1 / 1 000 000,Dup(11)p(15.4) ; Trisomie 11p15.4,-
300313,Syndrome de cataracte congénitale-surdité-retard de développement sévère,"Petite enfance, Néonatal",-,-,-,-,614482,<1 / 1 000 000,Neurodégénerescence létale par déficit du transport du cuivre,-
300319,Maladie de Charcot-Marie-Tooth type 2P,"Adolescence, Adulte",G60.0,12435,-,-,614436,<1 / 1 000 000,CMT2P,-
300324,Lymphocytose B polyclonale persistante,Non documenté,D72.8,-,-,-,606445,Inconnu,Hyperlymphocytose B polyclonale persistante ; LPLB ; Lymphocytose B polyclonale persistante à lymphocytes binucléés ; PPBL,C1847973
300333,Syndrome néphrotique-surdité-épidermolyse bulleuse prétibiale,Adolescence,-,-,-,-,609057,<1 / 1 000 000,-,C1836823
300345,Lupus érythémateux systémique autosomique,Enfance,M32.8,-,-,-,614420,<1 / 1 000 000,LES autosomique ; LES familial ; Lupus systémique autosomique ; Lupus systémique familial ; Lupus érythémateux systémique familial ; SLE autosomique ; SLE familial,-
300359,Dérèglement et déficit immunitaire lié à PLCG2,"Petite enfance, Néonatal",L50.2,-,-,-,614468,<1 / 1 000 000,FACU ; PLAID ; Urticaire familiale au froid atypique ; Urticaire familiale au froid avec déficit immunitaire commun variable,-
300373,Gigantisme infantile familial,"Petite enfance, Néonatal",E22.0,-,-,-,300942,<1 / 1 000 000,Gigantisme infantile héréditaire ; Gigantisme infantile par hyperplasie hypophysaire ; Hyperplasie hypophysaire héréditaire,-
300382,Syndrome d'apparence progéroïde et marfanoïde-lipodystrophie,"Petite enfance, Néonatal",E88.1,-,-,-,616914,<1 / 1 000 000,-,-
300385,Carcinome hypophysaire,Tout âge,C75.1,9371,-,-,-,Inconnu,Carcinome pituitaire,C0346300
300493,Syndrome de Sagliker,Tout âge,-,-,-,-,-,<1 / 1 000 000,-,-
300496,Syndrome d'anomalies congénitales multiples-hypotonie-épilepsie type 2,"Petite enfance, Prénatal, Néonatal",Q87.8,12777,-,-,300868,<1 / 1 000 000,MCAHS type 2,-
300501,Syndrome marfanoïde-neurofibromes systémiques et orbitaux douloureux,Adolescence,-,11006,-,-,-,<1 / 1 000 000,-,-
300504,Matricome onychocytique,-,-,11007,-,-,-,<1 / 1 000 000,Acanthome de la matrice des ongles ; Acanthome de la matrice unguéale,-
300512,Onychomatricome,Tout âge,-,-,-,-,-,<1 / 1 000 000,-,-
300525,Pseudohypoaldostéronisme type 2D,-,I15.1,-,-,-,614495,<1 / 1 000 000,PHA2D,-
300530,Pseudohypoaldostéronisme type 2E,-,I15.1,-,-,-,614496,<1 / 1 000 000,PHA2E,-
300536,DDOST-CDG,"Petite enfance, Néonatal",E77.8,12398,-,-,614507,<1 / 1 000 000,Anomalie congénitale de la glycosylation type 1r ; Anomalie congénitale de la glycosylation type Ir ; CDG-Ir ; CDG1R ; Syndrome CDG type Ir ; Syndrome des glycoprotéines déficientes en hydrates de carbone type IR,-
300547,Hypercalcémie infantile autosomique récessive,"Petite enfance, Néonatal",E83.5,-,-,-,143880  616963,<1 / 1 000 000,Hypercalcémie infantile familiale avec diminution de PTHi ; Hypercalcémie infantile familiale avec diminution de parathormone intacte,-
300552,Pancréatite et cholangite folliculaire,Adulte,-,-,-,-,-,<1 / 1 000 000,Pancréatocholangite folliculaire,-
300557,Carcinome de l'ampoule de Vater,Adulte,C24.1,-,10048853,-,-,1-9 / 100 000,Ampullome ; Ampullome vatérien,C0262401
300564,Syndrome d'emphysème-fibrose pulmonaire combinés,Adulte,J84.1,-,-,-,-,Inconnu,CPFE ; Syndrome combiné d'emphysème des sommets-fibrose pulmonaire des bases,-
300570,Dysgénésie corticale avec hypoplasie pontocérébelleuse due à une mutation TUBB3,"Petite enfance, Néonatal",Q04.3,-,-,-,614039,<1 / 1 000 000,-,-
300573,Polymicrogyrie due à une mutation TUBB2B,"Petite enfance, Néonatal",Q04.3,-,-,-,610031,<1 / 1 000 000,-,-
300576,Syndrome de prédisposition au cancer-oligodontie,-,-,-,-,-,608615,<1 / 1 000 000,Syndrome de dysplasie ectodermique autosomique dominante-prédisposition au cancer,C1837750
300605,Sclérose latérale amyotrophique juvénile,Enfance,G12.2,11901,-,-,205100  602099  614373,<1 / 1 000 000,JALS ; Maladie de Charcot juvénile ; Maladie de Lou Gehrig juvénile ; SLAJ,-
300751,Cardiomyopathie dilatée familiale avec trouble de la conduction due à une mutation de LMNA,-,I42.0,-,-,-,115200,Inconnu,-,-
300849,Lymphome diffus à grandes cellules B du systéme nerveux central,-,C83.3,-,-,-,-,-,DLBCL du CNS ; DLBCL du SNC ; Lymphome diffus à grandes cellules B du CNS ; Lymphome diffus à grandes cellules B du SNC,-
300857,Lymphome à grandes cellules B riche en cellules T/histiocytes,-,C83.3,12257,-,-,-,-,THRLBCL,C1321547
300865,Lymphome cutané primitif anaplasique à grandes cellules,"Adulte, Enfance, Adolescence",C86.6,-,10065863,-,-,Inconnu,C-ALCL primaire ; Histiocytose atypique régressive,C1301362  C1698767
300869,Lymphome splénique diffus de la pulpe rouge à petites cellules B,-,C83.0,-,-,-,-,-,SDRPL,-
300878,Leucémie à tricholeucocytes variante,Adulte,C91.4,-,10019054,-,-,Inconnu,"HCL variant prolymphocytique ; HCL-v ; Leucémie à tricholeucocytes, variant prolymphocytique",C0349633
300888,Lymphome diffus à grandes cellules B avec inflammation chronique,-,C83.3,-,-,-,-,-,DLBCL avec inflammation chronique,-
300895,Lymphome anaplasique à grandes cellules ALK positif,"Enfance, Adolescence, Adulte",C84.6,-,-,-,-,Inconnu,ALCL ALK+ ; LAGC ALK+ ; Lymphome anaplasique à grandes cellules ALK+,-
300903,Lymphome anaplasique à grandes cellules ALK négatif,Adulte,C84.7,-,-,-,-,Inconnu,ALCL ALK- ; LAGC ALK- ; Lymphome anaplasique à grandes cellules ALK-,C1332078
306431,Déficit immunitaire acquis de l'adulte,Adulte,D84.8,11992,-,-,-,Inconnu,Déficit immunitaire de l'adulte avec autoanticorps anti-interféron-gamma,-
306436,Déficit congénital en saccharase-isomaltase avec intolérance à l'amidon,-,E74.3,-,-,-,-,-,CSID avec intolérance à l'amidon ; DSIC avec intolérance à l'amidon ; Intolérance aux disaccharides avec intolérance à l'amidon ; Intolérance congénitale au saccharose avec intolérance à l'amidon ; Malabsorption congénitale du saccharose et de l'isomaltose avec intolérance à l'amidon,-
306446,Déficit congénital en saccharase-isomaltase avec tolérance minime à l'amidon,-,E74.3,-,-,-,-,-,CSID avec tolérance minime à l'amidon ; DSIC avec tolérance minime à l'amidon ; Intolérance aux disaccharides avec tolérance minime à l'amidon ; Intolérance congénitale au saccharose avec tolérance minime à l'amidon ; Malabsorption congénitale du saccharose et isomaltose avec tolérance minime à l'amidon,-
306462,Déficit congénital en saccharase-isomaltase sans intolérance à l'amidon,-,E74.3,-,-,-,-,-,CSID sans intolérance à l'amidon ; DSIC sans intolérance à l'amidon ; Intolérance aux disaccharides sans intolérance à l'amidon ; Intolérance congénitale au saccharose sans intolérance à l'amidon ; Malabsorption congénitale du saccharose et isomaltose sans intolérance à l'amidon,-
306474,Déficit congénital en saccharase-isomaltase avec intolérance à l'amidon et au lactose,-,E74.3,-,-,-,-,-,CSID avec intolérance à l'amidon et au lactose ; DSIC avec intolérance à l'amidon et au lactose ; Intolérance aux disaccharides avec intolérance à l'amidon et au lactose ; Intolérance congénitale au saccharose avec intolérance à l'amidon et au lactose ; Malabsorption congénitale du saccharose et isomaltose avec intolérance à l'amidon et au lactose,-
306486,Déficit congénital en saccharase-isomaltase sans intolérance au saccharose,-,E74.3,-,-,-,-,-,CSID sans intolérance au saccharose ; DSIC sans intolérance au saccharose ; Intolérance aux disaccharides sans intolérance au saccharose ; Malabsorption congénitale du saccharose et de l'isomaltose sans intolérance au saccharose,-
306504,Epidermolyse bulleuse jonctionnelle avec atteinte respiratoire et rénale,"Petite enfance, Néonatal",-,-,-,-,614748,<1 / 1 000 000,EBJ avec atteinte respiratoire et rénale ; EBJ-RR ; Syndrome ILNEB congénital ; Syndrome néphrotique congénital-pneumopathie interstitielle-épidermolyse bulleuse ; Syndrome néphrotique congénital-épidermolyse bulleuse-atteinte pulmonaire ; Synrome NEP congénital,-
306507,Syndrome néphrotique infantile lié à LAMB2,"Petite enfance, Néonatal",N04.8,-,-,-,614199,<1 / 1 000 000,-,-
306511,Paraplégie spastique autosomique récessive type 48,Adulte,G11.4,-,-,-,613647,<1 / 1 000 000,SPG48,-
306527,Paralysie faciale congénitale héréditaire isolée,"Petite enfance, Néonatal",Q87.0,8583,-,-,601471,<1 / 1 000 000,-,C1832284
306530,Syndrome de paralysie faciale congénitale héréditaire-surdité variable,"Petite enfance, Néonatal",Q87.0,-,-,-,604185  614744,<1 / 1 000 000,-,-
306539,Poïkilodermie acrokératosique congénitale de Kindler-Weary,"Petite enfance, Néonatal",-,-,-,-,173650,Inconnu,-,-
306542,Syndrome de dysplasie fronto-nasale-microphtalmie sévère-fente faciale sévère,"Petite enfance, Néonatal",-,12640,-,-,613456,<1 / 1 000 000,Dysplasie fronto-nasale liée à ALX1 ; Dysplasie fronto-nasale type 3,-
306547,Syndrome de porencéphalie-microcéphalie-cataracte bilatérale congénitale,"Petite enfance, Néonatal",-,-,-,-,613730,<1 / 1 000 000,-,-
306550,Déficit immunitaire lié à FADD,"Petite enfance, Néonatal",-,-,-,-,613759,<1 / 1 000 000,-,-
306553,Myosphérulose,Adulte,-,-,-,-,-,Inconnu,Sphérulocytose,C0027123
306558,Syndrome de microcéphalie primaire-épilepsie-diabète néonatal permanent,Néonatal,-,-,-,-,614231,<1 / 1 000 000,-,-
306577,Neuropathie des petites fibres due à une canalopathie sodique,-,-,-,-,-,133020  615551,<1 / 1 000 000,-,-
306588,Syndrome d'Opitz G/BBB autosomique dominant,-,Q87.8,-,-,-,145410,-,ADOS ; Syndrome Opitz BBB/G autosomique dominant ; Syndrome Opitz autosomique dominant,-
306597,Syndrome d'Opitz G/BBB lié à l'X,-,Q87.8,-,-,-,300000,-,Syndrome Opitz BBB/G lié à l'X ; Syndrome Opitz lié à l'X ; XLOS,C2936904
306617,Paraplégie spastique liée à l'X type 1,-,-,12525,-,-,-,-,SPG1,-
306644,Complication après transplantation d'organe,-,-,-,-,-,-,1-9 / 100 000,-,-
306658,Calcinose tumorale normophosphatémique familiale,Petite enfance,M11.2,10878,-,-,610455,-,-,C1864861
306661,Syndrome de calcinose tumorale hyperphosphatémique familiale/Hyperostose hyperphosphatémique,-,M11.2,10879,-,-,211900,-,Calcinose tumorale hypercalcémique,-
306669,Syndrome d'hémiparkinsonisme-hémiatrophie,"Adulte, Adolescence",G20,-,-,-,-,<1 / 1 000 000,Syndrome HP-HA,-
306674,Syndrome de Kufor-Rakeb,"Adolescence, Enfance",G23.0,9174,-,-,606693,<1 / 1 000 000,PARK9,C1847640
306682,Intoxication au manganèse,Tout âge,T57.2,-,10058951,-,-,-,Manganisme,C0677050
306686,Parkinsonisme par intoxication au monoxyde de carbone,-,G21.2,-,-,-,-,-,Parkinsonisme par intoxication au CO,C0393565
306692,Parkinsonisme par intoxication au cyanure,-,G21.2,-,-,-,-,-,-,-
306731,Chorée de Sydenham,-,I02.0  I02.9,7716,10042732,-,-,-,-,C0152113
306734,Dystonie primaire type DYT21,Adulte,G24.1,-,-,-,614588,<1 / 1 000 000,DYT21,-
306741,Syndrome d'hémidystonie-hémiatrophie,"Néonatal, Petite enfance, Enfance, Adolescence, Adulte",-,-,-,-,-,<1 / 1 000 000,Syndrome HD-HA,-
306776,Hyperexplexie sporadique,-,G25.8,-,-,-,-,-,-,-
307766,Syndrome des cheveux frisés-kératodermie acrale-caries,"Adolescence, Enfance",Q82.8,10163,-,-,607656,<1 / 1 000 000,CHACS ; Syndrome CHAC,C1843291
307936,Syndrome d'hypotrichose-ostéolyse-périodontite-kératodermie palmoplantaire,"Néonatal, Petite enfance",Q82.8,-,-,-,607658,<1 / 1 000 000,Syndrome HOPP ; Syndrome d'hypotrichose-hyperkératose palmoplantaire-acro-ostéolyse-périodontite ; Syndrome d'hypotrichose-kératodermie palmoplantaire-acro-ostéolyse-périodontite ; Syndrome d'hypotrichose-ostéolyse-périodontite-hyperkératose palmoplantaire,C1843285
308013,Hyperkératose acrale focale,-,Q82.8,-,-,-,-,-,Hyperkératose palmoplantaire ponctuée type 3 sans élastoïdose ; KPPP3 sans élastoïdose ; Kératodermie palmoplantaire ponctuée type 3 sans élastoïdose,C1302839
308380,Déficit en méthylcobalamine type cblDv1,-,E72.1,-,-,-,277410,-,Déficit fonctionnel en méthionine synthase type cblDv1,C1848552
308386,Déficit en sulfite oxydase dû à un déficit en cofacteurs du molybdène type A,-,E72.1,-,-,-,252150,<1 / 1 000 000,"Déficit combiné en sulfite oxydase, xanthine déshydrogénase et aldéhyde oxydase type A ; MOCOD type A",C1854988
308393,Déficit en sulfite oxydase dû à un déficit en cofacteurs du molybdène type B,-,E72.1,-,-,-,252160,-,"Déficit combiné en sulfite oxydase, xanthine déshydrogénase et aldéhyde oxydase type B ; MOCOD type B",C1854989
308400,Déficit en sulfite oxydase dû à un déficit en cofacteurs du molybdène type C,-,E72.1,-,-,-,615501,-,"Déficit combiné en sulfite oxydase, xanthine déshydrogénase et aldéhyde oxydase type C ; MOCOD type C",C1854990
308410,Syndrome d'autisme-épilepsie par défict en kinase déshydrogénase des cétoacides à chaînes ramifiées,-,E71.1,-,-,-,614923,<1 / 1 000 000,-,-
308425,Acidémie méthylmalonique par déficit en méthylmalonyl-CoA épimérase,"Petite enfance, Enfance",E71.1,-,-,-,251120,<1 / 1 000 000,Acidurie méthylmalonique par déficit en méthylmalonyl-CoA racémase ; Acidurie méthylmalonique par déficit en méthylmalonyl-CoA épimérase ; Déficit en MCEE,C1855100
308442,Acidémie méthylmalonique sensible à la vitamine B12 type cblDv2,-,E71.1,-,-,-,277410,-,Acidurie méthylmalonique sensible à la vitamine B12 type cblDv2,C1848552
308473,Déficit érythrocytaire en galactose épimérase,-,E74.2,-,-,-,-,-,Déficit érythrocytaire en GALE ; Déficit érythrocytaire en UDP-galactose-4-épimérase ; Déficit érythrocytaire en uridine diphosphate-galactose-4-épimérase ; GALE-D érythrocytaire,-
308487,Déficit généralisé en galactose épimérase,-,E74.2,-,-,-,-,-,Déficit généralisé en GALE ; Déficit généralisé en UDP-galactose-4-épimérase ; Déficit généralisé en uridine diphosphate-galactose-4-épimérase ; GALE-D généralisé,-
308552,Glycogénose par déficit en maltase acide à début infantile,"Prénatal, Néonatal, Petite enfance",E74.0,-,-,-,-,Inconnu,"Déficit en alpha-1,4-glucosidase acide à début infantile ; Glycogénose type 2 à début infantile ; Glycogénose type II à début infantile ; Maladie de Pompe à début infantile",C0751173  C3888924
308621,"Glycogénose par déficit en enzyme branchante, forme hépatique progressive",-,E74.0,-,-,-,232500,-,"GSD par déficit en enzyme branchante, forme hépatique progressive ; GSD type 4, forme hépatique progressive ; GSDIV, forme hépatique progressive ; Glycogénose type 4, forme hépatique progressive ; Glycogénose type IV, forme hépatique progressive",-
308638,"Glycogénose par déficit en enzyme branchante, forme hépatique non progressive",-,E74.0,-,-,-,232500,-,"GSD par déficit en enzyme branchante, forme hépatique non progressive ; GSD type 4, forme hépatique non progressive ; GSDIV, forme hépatique non progressive ; Glycogénose type 4, forme hépatique non progressive ; Glycogénose type IV, forme hépatique non progressive",-
308655,"Glycogénose par déficit en enzyme branchante, forme neuromusculaire périnatale fatale",-,E74.0,-,-,-,232500,-,"GSD par déficit en enzyme branchante, forme neuromusculaire périnatale fatale ; GSD type 4, forme neuromusculaire périnatale fatale ; GSDIV, forme neuromusculaire périnatale fatale ; Glycogénose type 4, forme neuromusculaire périnatale fatale ; Glycogénose type IV, forme neuromusculaire périnatale fatale",C1856303
308670,"Glycogénose par déficit en enzyme branchante, forme neuromusculaire congénitale",-,E74.0,-,-,-,232500,-,"GSD par déficit en enzyme branchante, forme neuromusculaire congénitale ; GSD type 4, forme neuromusculaire congénitale ; GSDIV, forme neuromusculaire congénitale ; Glycogénose type 4, forme neuromusculaire congénitale ; Glycogénose type IV, forme neuromusculaire congénitale",C1856304
