id;OrphaNumber;ExpertLink;Name;Type;statut;Synonymes;nsyn;ICD-10;MedDRA;MeSH;OMIM;UMLS
22854;401935;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401935;14q24.1q24.3 microdeletion syndrome;Malformation syndrome;on-line;"Del(14)(q24.1q24.3) ; Monosomy 14q24.1q24.3";2;Q93.5;"";"";"";""
22855;401942;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401942;Familial median cleft of the upper and lower lips;Malformation syndrome;on-line;;;Q36.1;"";"";615892;""
22856;401945;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401945;Moyamoya disease with early-onset achalasia;Disease;on-line;;;I67.5;"";"";615750;""
22857;401948;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401948;Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency;Disease;on-line;CA-VA deficiency;1;E74.8;"";"";615751;""
22858;401953;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401953;Episodic ataxia with slurred speech;Disease;on-line;Episodic ataxia type 8;1;G11.8;"";"";616055;""
22859;401959;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401959;Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome;Malformation syndrome;on-line;;;Q04.3;"";"";"";""
22860;401964;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401964;Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons;Disease;on-line;"Autosomal dominant hereditary motor and sensory neuropathy type 2 with giant axons ; CMT2 with giant axons ; HMSN2 with giant axons";3;G60.0;"";"";610100;""
22861;401973;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401973;MEND syndrome;Malformation syndrome;on-line;Male EBP disorder with neurological defects;1;Q87.8;"";"";300960;""
22862;401979;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401979;Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type;Malformation syndrome;on-line;;;Q77.8;"";"";613320;C2750075
22863;401986;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401986;1p31p32 microdeletion syndrome;Malformation syndrome;on-line;"Del(1)(p31p32) ; Monosomy 1p31p32";2;Q93.5;"";"";613735;""
22864;401993;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401993;Cold-induced sweating syndrome-hyperthermia spectrum;Group of phenomes;on-line;;;G90.8;"";"";"";""
22865;401996;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=401996;Karyomegalic interstitial nephritis;Disease;on-line;"KIN ; Systemic karyomegaly";2;N11.8;"";"";614817;""
22866;402003;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402003;Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering;Disease;on-line;;;Q82.8;"";"";615735;""
22867;402007;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402007;Lichen myxedematosus;Group of phenomes;on-line;;;L98.5;"";"";"";C0263390
22869;402014;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402014;"Acute myeloid leukemia with t(6;9)(p23;q34)";Disease;on-line;"AML with t(6;9)(p23;q34)";1;C92.0;"";"";"";""
22870;402017;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402017;"Acute myeloid leukemia with t(9;11)(p22;q23)";Disease;on-line;"AML with t(9;11)(p22;q23)";1;C92.0;"";"";"";""
22871;402020;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402020;"Acute myeloid leukemia with inv3(q21;q26.2) or t(3;3)(q21;q26.2)";Disease;on-line;"AML with inv3(q21;q26.2) or t(3;3)(q21;q26.2)";1;C92.0;"";"";"";""
22872;402023;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402023;"Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)";Disease;on-line;"Megakaryoblastic AML with t(1;22)(p13;q13)";1;C94.2;"";"";"";""
22873;402026;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402026;Acute myeloid leukemia with NPM1 somatic mutations;Disease;on-line;AML with NPM1 somatic mutations;1;C92.0;"";"";"";""
22874;402029;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402029;Primary eosinophilic gastrointestinal disease;Group of phenomes;on-line;EGID;1;K52.8;"";"";"";""
22875;402035;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402035;Eosinophilic colitis;Disease;on-line;;;K52.8;"";"";"";C0267448
22876;402041;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402041;Autosomal recessive distal renal tubular acidosis;Clinical subtype;on-line;"AR dRTA ; Autosomal recessive distal RTA";2;N25.8;"";"";"267300 ; 602722";C1864498
22877;402075;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402075;Familial bicuspid aortic valve;Morphological anomaly;on-line;Familial BAV;1;Q23.1;"";"";"109730 ; 614823";""
22878;402082;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402082;Progressive myoclonic epilepsy type 5;Disease;on-line;"EPM5 ; PME type 5 ; Progressive myoclonus epilepsy type 5";3;G40.3;"";"";607459;""
22879;402364;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402364;Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly;Malformation syndrome;on-line;;;Q04.3;"";"";613668;""
22889;402823;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=402823;Hepatitis delta;Disease;on-line;"HDV ; Hepatitis D virus";2;B17.0;"";"";"";C0011226
22918;404437;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404437;Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome;Malformation syndrome;on-line;;;G98;"";"";615760;""
22919;404440;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404440;Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency;Malformation syndrome;on-line;;;Q87.0;"";"";615761;""
22920;404443;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404443;Tall stature-intellectual disability-facial dysmorphism syndrome;Malformation syndrome;on-line;"DNMT3A-related overgrowth syndrome ; Tatton-Brown-Rahman overgrowth syndrome";2;Q87.3;"";"";615879;""
22921;404448;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404448;ADNP syndrome;Malformation syndrome;on-line;"ADNP-related syndromic intellectual disability-autism spectrum disorder ; HVDAS ; Helsmoortel-Van Der Aa Syndrome";3;Q87.0;"";"";615873;""
22922;404451;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404451;FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome;Malformation syndrome;on-line;;;Q87.8;"";"";"";""
22923;404454;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404454;Alacrimia-choreoathetosis-liver dysfunction syndrome;Disease;on-line;"NGLY1 deficiency ; NGLY1-CDDG";2;E77.8;"";"";615273;""
22924;404463;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404463;Multisystemic smooth muscle dysfunction syndrome;Disease;on-line;;;I73.8;"";"";613834;""
22925;404466;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404466;Female infertility due to zona pellucida defect;Disease;on-line;;;N97.8;"";"";"617712 ; 615774";""
22926;404469;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404469;Rare female infertility due to oocyte maturation defect;Group of phenomes;"on-line ; Category";;;N97.8;"";"";"";""
22927;404473;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404473;Severe intellectual disability-progressive spastic diplegia syndrome;Malformation syndrome;on-line;;;G11.4;"";"";615075;""
22928;404476;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404476;Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome;Malformation syndrome;on-line;GLOW syndrome;1;Q87.3;"";"";618272;""
22929;404481;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404481;Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome;Group of phenomes;on-line;;;G11.1;"";"";"";""
22930;404493;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404493;Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency;Disease;on-line;"SCAR23 ; Spinocerebellar ataxia autosomal recessive type 23";2;G11.1;"";"";616949;""
22931;404499;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404499;Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency;Disease;on-line;"Autosomal recessive spinocerebellar ataxia type 15 ; SCAR15 ; Salih ataxia";3;G11.1;"";"";615705;""
22932;404507;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404507;Chondromyxoid fibroma;Disease;on-line;;;D16.9;"";"";"";C0221290
22933;404511;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404511;Clear cell papillary renal cell carcinoma;Histopathological subtype;on-line;;;C64;"";"";"";""
22934;404514;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404514;Acquired cystic disease-associated renal cell carcinoma;Disease;on-line;;;C64;"";"";"";""
22935;404521;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404521;Spinal muscular atrophy with respiratory distress type 2;Disease;on-line;"Diaphragmatic spinal muscular atrophy type 2 ; SMARD2 ; Severe infantile axonal neuropathy with respiratory failure type 2 ; X-linked spinal muscular atrophy with respiratory distress";4;G12.2;"";"";"";""
22936;404538;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404538;X-linked distal hereditary motor neuropathy;Group of phenomes;"on-line ; Category";"X-linked dHMN ; X-linked distal spinal muscular atrophy";2;G12.2;"";"";"";""
22937;404546;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404546;DITRA;Disease;on-line;"Deficiency of IL-36R antagonist ; Deficiency of IL-36Ra";2;L40.1;"";"";614204;""
22938;404553;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404553;Vasculitis due to ADA2 deficiency;Disease;on-line;Vasculitis due to DADA2;1;M30.8;"";"";615688;""
22939;404560;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404560;Familial atypical multiple mole melanoma syndrome;Disease;on-line;"B-K mole syndrome ; FAMM-PC syndrome ; FAMMM syndrome ; Familial Clark nevus syndrome ; Familial atypical mole syndrome ; Familial atypical multiple mole melanoma-pancreatic carcinoma syndrome ; Familial dysplastic nevus syndrome ; Melanoma-pancreatic cancer syndrome";8;D22.9;"";"";"155600 ; 606719";"C0205747 ; C0013403 ; C2314896 ; C1838547"
22940;404568;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404568;Dysostosis of genetic origin;Group of phenomes;"on-line ; Category";;;;;;;
22941;404571;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404571;Dysostosis of genetic origin with limb anomaly as a major feature;Group of phenomes;"on-line ; Category";;;;;;;
22942;404574;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404574;Genetic syndrome with limb reduction defects;Group of phenomes;"on-line ; Category";;;;;;;
22943;404577;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404577;Genetic syndrome with limb malformations as a major feature;Group of phenomes;"on-line ; Category";;;;;;;
22944;404580;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404580;Polyarticular juvenile idiopathic arthritis;Group of phenomes;on-line;"Juvenile polyarthritis ; Juvenile polyarticular arthritis ; Polyarticular JIA";3;"";"";"";"";C0409667
22945;404584;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=404584;Rare genetic bone development disorder;Group of phenomes;"on-line ; Category";Rare genetic skeletal development disorder;1;;;;;
23012;411493;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411493;Pontocerebellar hypoplasia type 10;Malformation syndrome;on-line;"CLP1-related pontocerebellar hypoplasia ; PCH10";2;Q04.3;"";"";615803;""
23013;411501;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411501;Williams-Campbell syndrome;Morphological anomaly;on-line;;;Q33.4;"";"";"";C0340231
23014;411511;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411511;Angelman syndrome due to a point mutation;Etiological subtype;on-line;;;Q93.5;"";"";"";""
23015;411515;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411515;Angelman syndrome due to imprinting defect in 15q11-q13;Etiological subtype;on-line;;;Q93.5;"";"";"";""
23016;411527;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411527;Central retinal vein occlusion;Particular clinical situation in a disease or syndrome;on-line;CRVO;1;H34.8;"";"";"";C0154841
23018;411536;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411536;Mild phosphoribosylpyrophosphate synthetase superactivity;Clinical subtype;on-line;"Mild PRPP synthetase superactivity ; Mild PRPS1 superactivity";2;E79.8;"";"";300661;""
23019;411543;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411543;Severe phosphoribosylpyrophosphate synthetase superactivity;Clinical subtype;on-line;"Severe PRPP synthetase superactivity ; Severe PRPS1 superactivity";2;E79.8;"";"";300661;""
23020;411590;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411590;Wolfram-like syndrome;Disease;on-line;;;E13.8;"";"";614296;C3280358
23021;411593;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411593;Insulin autoimmune syndrome;Disease;on-line;Hirata disease;1;E16.1;"";"";"";C0854359
23022;411602;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411602;Hereditary late-onset Parkinson disease;Disease;on-line;"Autosomal dominant late-onset Parkinson disease ; LOPD";2;G20;"";"";"614251 ; 616361 ; 168601 ; 605543 ; 607060 ; 607688 ; 614203";""
23023;411629;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411629;Nephropathic infantile cystinosis;Clinical subtype;on-line;;;"E72.0+ ; N16.3*";"";"";219800;C3537440
23024;411634;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411634;Juvenile nephropathic cystinosis;Clinical subtype;on-line;"Intermediate cystinosis ; Juvenile cystinosis";2;"E72.0+ ; N16.3*";"";"";219900;C0268626
23025;411641;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411641;Ocular cystinosis;Clinical subtype;on-line;"Adult-onset cystinosis ; Non-nephropathic cystinosis";2;E72.0;"";"";219750;C2931013
23029;411696;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411696;Proton-pump inhibitor-responsive esophageal eosinophilia;Disease;on-line;"PPI-REE ; PPI-responsive esophageal eosinophilia ; PPIRee";3;K20;"";"";"";""
23030;411703;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411703;Pulmonary non-tuberculous mycobacterial infection;Disease;on-line;Non-tuberculous mycobacterial lung disease;1;A31.0;"";"";"";""
23031;411709;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411709;Renal agenesis;Morphological anomaly;on-line;;;"Q60.2 ; Q60.0 ; Q60.1";"";"";"191830 ; 615721";"C1609433 ; C0542519 ; C1619700"
23032;411712;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411712;Maternal riboflavin deficiency;Disease;on-line;;;P00.4;"";"";615026;""
23033;411777;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411777;Generalized eruptive keratoacanthoma;Disease;on-line;"GEKA ; Generalized eruptive keratoacanthomas of Grzybowski ; Grzybowski syndrome";3;L85.8;"";"";"";""
23034;411788;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411788;Familial isolated trichomegaly;Disease;on-line;;;"";"";"";190330;""
23037;411986;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=411986;Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome;Malformation syndrome;on-line;Epilepsy-cortical blindness-intellectual disability-facial dysmorphism syndrome;1;G40.4;"";"";615859;""
23038;412022;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412022;Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome;Malformation syndrome;on-line;"FDLAB syndrome ; Facial dysmorphism-lens dislocation-anterior segment abnormalities-nontraumatic conjunctive cysts syndrome ; Traboulsi syndrome";3;Q87.0;"";"";601552;C1832167
23039;412035;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412035;13q12.3 microdeletion syndrome;Malformation syndrome;on-line;"Del(13)(q12.3) ; Monosomy 13q12.3";2;Q93.5;"";"";"";""
23040;412057;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412057;Autosomal recessive cerebellar ataxia due to STUB1 deficiency;Disease;on-line;"SCAR16 ; Spinocerebellar ataxia autosomal recessive type 16";2;G11.1;"";"";615768;""
23041;412066;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412066;PRKAR1B-related neurodegenerative dementia with intermediate filaments;Disease;on-line;;;G31.8;"";"";"";""
23042;412069;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412069;AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome;Malformation syndrome;on-line;Xia-Gibbs syndrome;1;Q87.8;"";"";615829;""
23043;412181;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412181;Epidermolysis bullosa simplex due to BP230 deficiency;Disease;on-line;"DST-related epidermolysis bullosa simplex ; EBS-AR BP230";2;Q81.0;"";"";615425;""
23044;412189;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412189;Epidermolysis bullosa simplex due to exophilin 5 deficiency;Disease;on-line;EBS-AR exophilin 5;1;Q81.0;"";"";615028;""
23046;412206;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412206;Primary failure of tooth eruption;Disease;on-line;"PFE ; Primary retention of teeth";2;K00.8;"";"";125350;C1852222
23047;412217;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=412217;Dystonia-aphonia syndrome;Disease;on-line;;;G24.8;"";"";"";""
23059;413667;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=413667;Antidepressant or antipsychotic toxicity or dose selection;Particular clinical situation in a disease or syndrome;on-line;;;;;;;
23060;413674;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=413674;Vitamin K antagonists toxicity or dose selection;Particular clinical situation in a disease or syndrome;on-line;;;;;;;
23061;413681;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=413681;Oral antidiabetic drugs toxicity or dose selection;Particular clinical situation in a disease or syndrome;on-line;;;;;;;
23062;413684;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=413684;Resistance to vitamin K antagonists;Particular clinical situation in a disease or syndrome;on-line;;;;;;;
23063;413687;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=413687;Azathioprine or 6-mercatopurine toxicity or dose selection;Particular clinical situation in a disease or syndrome;on-line;;;"";"";"";"616903 ; 610460";""
23064;413690;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=413690;Methotrexate toxicity or dose selection;Particular clinical situation in a disease or syndrome;on-line;;;;;;;
23065;413693;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=413693;Curariform drugs toxicity;Particular clinical situation in a disease or syndrome;on-line;;;;;;;
23066;413696;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=413696;Statin toxicity;Particular clinical situation in a disease or syndrome;on-line;;;;;;;
23075;414726;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=414726;Genetic facial cleft;Group of phenomes;"on-line ; Category";Genetic craniofacial cleft;1;;;;;
23076;414750;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=414750;Phenytoin or carbamazepine toxicity;Particular clinical situation in a disease or syndrome;on-line;;;;;;;
23081;415286;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=415286;Bilirubin encephalopathy;Group of phenomes;on-line;Kernicterus;1;P57.9;"";"";"";C0022610
23088;418945;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=418945;Carcinoma of esophagus, salivary gland type;Disease;on-line;Esophageal carcinoma, salivary gland type;1;"C15.1 ; C15.2 ; C15.3 ; C15.4 ; C15.5 ; C15.8 ; C15.0";"";"";"";""
23089;418951;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=418951;Undifferentiated carcinoma of esophagus;Disease;on-line;Undifferentiated esophageal carcinoma;1;"C15.0 ; C15.1 ; C15.2 ; C15.3 ; C15.4 ; C15.5 ; C15.8";"";"";"";""
23090;418959;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=418959;Squamous cell carcinoma of the stomach;Disease;on-line;Gastric squamous cell carcinoma;1;"C16.0 ; C16.1 ; C16.2 ; C16.3 ; C16.4 ; C16.5 ; C16.8";"";"";"";""
23101;420179;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420179;Malan overgrowth syndrome;Malformation syndrome;on-line;Sotos syndrome 2;1;Q87.3;"";"";614753;""
23102;420259;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420259;Secondary pulmonary alveolar proteinosis;Disease;on-line;Secondary PAP;1;J84.0;"";"";"";""
23104;420402;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420402;Semicircular canal dehiscence syndrome;Clinical syndrome;on-line;SCD syndrome;1;H83.8;"";"";"";""
23106;420429;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420429;Glycogen storage disease due to acid maltase deficiency, late-onset;Clinical subtype;on-line;"Alpha-1,4-glucosidase acid deficiency, late-onset ; GSD due to acid maltase deficiency, late-onset ; GSD type 2, late-onset ; GSD type II, late-onset ; Glycogen storage disease type 2, late-onset ; Glycogen storage disease type II, late-onset ; Glycogenosis type 2, late-onset ; Glycogenosis type II, late-onset ; Pompe disease, late-onset";9;E74.0;"";"";"";C3888925
23108;420485;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420485;Cranio-cervical dystonia with laryngeal and upper-limb involvement;Disease;on-line;"DYT24 ; Dystonia 24";2;G24.8;"";"";615034;""
23109;420492;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420492;Adult-onset cervical dystonia, DYT23 type;Disease;on-line;"DYT23 ; Dystonia 23";2;G24.8;"";"";614860;""
23111;420556;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420556;Visual snow syndrome;Disease;on-line;;;H53.8;"";"";"";""
23113;420561;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420561;Temple-Baraitser syndrome;Disease;on-line;"Severe intellectual disability-aplasia/hypoplasia of thumb and hallux syndrome ; TMBTS";2;Q87.2;"";"";611816;C2678486
23114;420566;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420566;Bleeding disorder due to CalDAG-GEFI deficiency;Disease;on-line;Bleeding disorder due to calcium- and DAG-regulated guanine exchange factor-1 deficiency;1;D69.1;"";"";615888;""
23115;420573;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420573;Severe combined immunodeficiency due to CTPS1 deficiency;Disease;on-line;SCID due to CTPS1 deficiency;1;D81.2;"";"";615897;""
23116;420584;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420584;Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome;Malformation syndrome;on-line;Culler-Jones syndrome;1;Q87.8;"";"";615849;""
23117;420611;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420611;Transient myeloproliferative syndrome;Disease;on-line;"TMD ; Transient abnormal myelopoiesis ; Transient myeloproliferative disease";3;D47.7;"";"";159595;C1834582
23118;420686;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420686;Woolly hair-palmoplantar keratoderma syndrome;Disease;on-line;"KWWH type IV ; Keratoderma with woolly hair type IV ; Woolly hair-palmoplantar hyperkeratosis syndrome";3;Q82.8;"";"";616099;""
23119;420699;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420699;Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency;Disease;on-line;;;D70;"";"";"";""
23120;420702;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420702;Autosomal recessive severe congenital neutropenia due to CSF3R deficiency;Disease;on-line;;;D70;"";"";617014;""
23121;420728;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420728;Combined oxidative phosphorylation defect type 20;Disease;on-line;COXPD20;1;G31.8;"";"";615917;""
23122;420733;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420733;Combined oxidative phosphorylation defect type 21;Disease;on-line;COXPD21;1;G31.8;"";"";615918;""
23123;420741;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420741;RIDDLE syndrome;Malformation syndrome;on-line;"RNF168 deficiency ; Radiosensitivity-immunodeficiency-dysmorphic features-learning difficulties syndrome";2;D82.8;"";"";611943;C2677792
23124;420755;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420755;Rare genetic odontal or periodontal disorder;Group of phenomes;"on-line ; Category";;;;;;;
23125;420789;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420789;Autoimmune encephalopathy with parasomnia and obstructive sleep apnea;Disease;on-line;"Anti-IgLON5 disease ; Anti-IgLON5 syndrome";2;G04.8;"";"";"";""
23126;420794;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=420794;Cono-spondylar dysplasia;Malformation syndrome;on-line;Short stature-kyphosis-hypoplasia of basal ilia-cone epiphyses-facial dysmorphism syndrome;1;Q77.7;"";"";"";""
23137;422519;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=422519;3-Phosphoglycerate dehydrogenase deficiency;Group of phenomes;on-line;;;;;;;
23138;422526;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=422526;Hereditary clear cell renal cell carcinoma;Disease;on-line;Hereditary clear cell renal cell adenocarcinoma;1;C64;"";"";144700;""
23151;423275;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=423275;Spinocerebellar ataxia type 40;Disease;on-line;SCA40;1;G11.8;"";"";616053;""
